Brand,Rating,NumRatings,NumReviews,Price,RAM,ROM,Display,Processor,Camera,Warranty
Apple,4.5,22,1,"₹1,89,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.5,22,1,"₹2,09,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.5,22,1,"₹1,99,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.6,99,6,"₹1,79,900",,,27.94 cm (11.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.6,99,6,"₹1,39,900",,,27.94 cm (11.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.5,22,1,"₹1,49,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.6,99,6,"₹1,19,900",,,27.94 cm (11.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.5,22,1,"₹1,29,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.5,22,1,"₹1,29,900",,,33.02 cm (13.0 Inch) Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Wishtel,,,,"₹24,449",6 GB RAM,64 GB ROM,26.42 cm (10.4 inch) Full HD Display,Octa-Core Spreadtrum UNISOC T616 processor,13 MP Primary Camera | 8 MP Front,1 Year Warranty
Apple,4.6,189,4,"₹1,94,900",,,32.77 cm (12.9 inch) Quad HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Apple,4.6,1058,95,"₹64,900",,,21.08 cm (8.3 inch) Display,A15 Bionic Chip with 64-bit Architecture,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Apple,4.7,1063,71,"₹1,24,900",,,27.94 cm (11.0 inch) Full HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
Apple,4.7,1063,71,"₹1,64,900",,,27.94 cm (11.0 inch) Full HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Apple,4.6,1058,95,"₹49,900",,,21.08 cm (8.3 inch) Display,A15 Bionic Chip with 64-bit Architecture,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Huawei,3.5,47,8,"₹15,990",2 GB RAM,32 GB ROM,20.32 cm (8 inch) HD Display,MTK MT8768 Octa Core,5 MP Primary Camera | 2 MP Front,
Apple,4.6,1058,95,"₹79,900",,,21.08 cm (8.3 inch) Display,A15 Bionic Chip with 64-bit Architecture,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Apple,4.6,1058,95,"₹64,900",,,21.08 cm (8.3 inch) Display,A15 Bionic Chip with 64-bit Architecture,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Apple,4.6,1058,95,"₹64,900",,,21.08 cm (8.3 inch) Display,A15 Bionic Chip with 64-bit Architecture,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Apple,4.7,1063,71,"₹2,04,900",,,27.94 cm (11.0 inch) Full HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Apple,4.7,1063,71,"₹1,89,900",,,27.94 cm (11.0 inch) Full HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Apple,4.4,9,0,"₹79,900",,,33.02 cm (13.0 inch) Display,Apple M3 Chip,12 MP Primary Camera | 12 MP Front,1 Year Brand Warranty
Apple,4.6,5584,796,"₹59,900",,,20.07 cm (7.9 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Apple,4.7,173,32,"₹1,03,800",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,3204,386,"₹91,100",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.6,1698,241,"₹41,900",2 GB RAM,16 GB ROM,24.64 cm (9.7 inch) Quad HD Display,A8X Chip with M8 Motion Co-processor,8.0 MP Primary Camera | 1.2 MP Front,1 Year Warranty
Apple,4.7,173,32,"₹63,500",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,173,32,"₹63,500",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
REDMI,4.4,25510,2067,"₹28,999",4 GB RAM,128 GB ROM,26.95 cm (10.61 Inch) Display,Octa Core,8.0 MP Primary Camera | 8 MP Front,1 Year Domestic Warranty
Apple,4.7,9299,640,"₹68,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64‑bit Architecture) with Neural Engine,12.0 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Apple,4.7,3204,386,"₹80,500",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,3204,386,"₹74,100",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,3204,386,"₹61,400",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
Apple,4.7,3204,386,"₹61,400",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,3204,386,"₹80,500",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Apple,4.6,12007,1653,"₹35,700",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Apple,4.7,9299,640,"₹54,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64‑bit Architecture) with Neural Engine,12.0 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Honor,4.4,878,99,"₹29,999",4 GB RAM,128 GB ROM,30.48 cm (12 inch) Display,"Qualcomm Snapdragon 680, Octa Core, 4 x A73 (at 2.4 GHz) + 4 A53 (at 1.9 GHz)",5 MP Primary Camera | 5 MP Front,
Apple,4.6,12007,1653,"₹35,700",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
iball,3.7,153,22,"₹7,499",2 GB RAM,32 GB ROM,20.32 cm (8 inch) Display,Powerful Quad Core 1.3GHz ARM Cortex A7 Processor,8 MP Primary Camera,
Apple,4.7,3204,386,"₹63,500",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,2458,276,"₹44,900",,,26.67 cm (10.5 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Apple,4.7,173,32,"₹93,200",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.4,9,0,"₹1,29,900",,,33.02 cm (13.0 inch) Display,Apple M3 Chip,12 MP Primary Camera | 12 MP Front,1 Year Brand Warranty
Apple,4.5,380,64,"₹49,900",2 GB RAM,32 GB ROM,24.64 cm (9.7 inch) Display,"A9X Chip 64-bit, Embedded M9 Co-processor",12.0 MP Primary Camera | 5 MP Front,
Apple,4.7,3204,386,"₹74,100",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,2458,276,"₹44,900",,,26.67 cm (10.5 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
iball,3.7,531,61,"₹2,999",512 MB RAM,8 GB ROM,17.78 cm (7 inch) Display,Powerful Quad Core 1.3GHz ARM Cortex A7 Processor,2 MP Primary Camera,
Apple,4.7,173,32,"₹76,200",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Apple,4.7,3204,386,"₹91,100",,,26.67 cm (10.5 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Apple,4.7,173,32,"₹86,800",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
TCL,4,524,66,"₹27,999",3 GB RAM,32 GB ROM,25.65 cm (10.1 inches) Full HD Display,"MT8768E (MT6762 ) 4 x A53 2.0 GHz, 4 x A53 1.5 GHz",8 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty
Apple,4.7,2458,276,"₹55,900",,,26.67 cm (10.5 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Elevn,3.6,604,95,"₹34,990",4 GB RAM,128 GB ROM,25.65 cm (10.1 inches) Full HD Display,Octa-core A55 1.6 GHz + 1.2 GHz,13.0 MP Primary Camera | 5 MP Front,
Apple,4.6,12007,1653,"₹46,300",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Alcatel,4,140,23,"₹12,999",2 GB RAM,32 GB ROM,20.32 cm (8 inches) Display,MediaTek Quad Core (MT8765B),5 MP Primary Camera,
Apple,4.7,173,32,"₹1,03,800",,,32.77 cm (12.9 inch) Quad HD Display,A10X Fusion Chip with 64‑bit Architecture with Embedded M10 Coprocessor,12.0 MP Primary Camera | 7 MP Front,
Lenovo,4.4,1864,206,"₹20,999",8 GB RAM,128 GB ROM,32.26 cm (12.7 Inch) Display,MediaTek Dimensity 7050,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
TCL,4.2,3038,444,"₹34,999",4 GB RAM,64 GB ROM,26.31 cm (10.36 inches) Full HD Display,Octa-Core: 4 x Cortex-A73 at 2.0 GHz + 4 x Cortex-A53 at 2.0 GHz,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty
Apple,4.6,51,4,"₹1,29,900",,,33.02 cm (13.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
TCL,4.2,3038,444,"₹34,999",4 GB RAM,64 GB ROM,26.31 cm (10.36 inches) Full HD Display,Octa-Core: 4 x Cortex-A73 at 2.0GHz + 4 x Cortex-A53 at 2.0GHz,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty
Lenovo,4.3,276,23,"₹30,000",4 GB RAM,128 GB ROM,26.16 cm (10.3 inches) Full HD Display,Mediatek Helio P22T Octa Core (4 x A53 at 2.3GHz + 4 x A53 at 1.8GHz),8.0 MP Primary Camera | 5 MP Front,1 Year Warranty
HP,3.8,1708,256,"₹16,999",1 GB RAM,16 GB ROM,17.78 cm (7 inch) HD Display,Marvell PXA1088 Quad Core,5 MP Primary Camera | 2 MP Front,
TCL,4,495,44,"₹29,999",3 GB RAM,64 GB ROM,25.65 cm (10.1 inches) Full HD Display,"MT8768E Octa-Core CPU, 2.0 GHz",5 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty
Apple,4.7,9299,640,"₹54,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64-bit Architecture) with Neural Engine,12.0 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
DOMO,3.4,18,2,"₹7,690",4 GB RAM,32 GB ROM,25.65 cm (10.1 inch) HD Display,MTK 6750 A53 64 bit Octa Core Processor running @ 2.5GHz (1.5GHz QuadCore + 1GHz QuadCore),13 MP Primary Camera | 5 MP Front,
Samsung,,,,"₹12,999",4 GB RAM,64 GB ROM,cm (17.02 cm (6.7 inch) inch) Display,Exynos 1580,50MP + 50MP + 2MP + 2MP MP Primary Camera,
Apple,4.7,1083,48,"₹1,09,900",,,27.94 cm (11.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Lenovo,4.2,1090,77,"₹37,000",4 GB RAM,128 GB ROM,27.94 cm (11.0 inches) Display,Qualcomm Snapdragon 662 octa-core processor (Upto 2 GHz),13 MP Primary Camera | 8 MP Front,1 Year Warranty
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Lenovo,4.3,1898,174,"₹17,653",3 GB RAM,32 GB ROM,26.16 cm (10.3 inches) Display,Mediatek Helio P22T Octa Core,8 MP Primary Camera | 5 MP Front,
MOTOROLA,4.2,8508,903,"₹35,000",4 GB RAM,64 GB ROM,27.94 cm (11 inch) 2K Display,MediaTek Helio G90T Octa-Core,13.0 MP Primary Camera,
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Nokia,4.2,446,51,"₹19,999",4 GB RAM,64 GB ROM,26.16 cm (10.3 inch) 2K Display,Unisoc,8.0 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty for Device and Battery and 6 Months Manufacturer Warranty for In-Box Accessories from the Date of Purchase
Lenovo,4,224,20,"₹33,000",4 GB RAM,128 GB ROM,26.16 cm (10.3 inches) Full HD Display,Mediatek Helio P22T Octa Core (8x A53 at 2.3GHz),8.0 MP Primary Camera | 5 MP Front,1 Year Warranty
Apple,4.6,12007,1653,"₹28,000",2 GB RAM,32 GB ROM,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Apple,4.7,9299,640,"₹66,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64-bit Architecture) with Neural Engine,12 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Lenovo,4.2,1613,192,"₹13,900",2 GB RAM,16 GB ROM,25.65 cm (10.1 inch) HD Display,Qualcomm Snapdragon MSM8917 Quad Core 64-bit Processor,5 MP Primary Camera | 2 MP Front,
Apple,4.6,5584,796,"₹45,900",,,20.07 cm (7.9 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,3.7,3131,276,"₹7,000",1 GB RAM,8 GB ROM,17.78 cm (7 inch) HD Display,MediaTek (MT8321) Quad Core (1.3 GHz),2 MP Primary Camera | 2 MP Front,
Lenovo,4.3,1898,174,"₹16,000",3 GB RAM,32 GB ROM,26.16 cm (10.3 inches) Display,Mediatek Helio P22T Octa Core,8 MP Primary Camera | 5 MP Front,
Apple,4.8,544,43,"₹71,900",,,27.94 cm (11 inch) Full HD Display,"A12x Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",12.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,4.3,674,57,"₹20,999",6 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,13.0 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Apple,4.6,51,4,"₹79,900",,,33.02 cm (13.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.6,5584,796,"₹45,900",,,20.07 cm (7.9 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,4.2,1613,192,"₹20,990",2 GB RAM,16 GB ROM,25.65 cm (10.1 inch) HD Display,Qualcomm Snapdragon MSM8917 Quad Core 64-bit Processor,5.0 MP Primary Camera | 2 MP Front,
Apple,4.6,51,4,"₹1,09,900",,,33.02 cm (13.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
iball,3.7,584,87,"₹6,099",1 GB RAM,8 GB ROM,17.78 cm (7 inch) HD Display,Powerful Quad Core 1.3GHz ARM Cortex A7 Processor,2.0 MP Primary Camera | 2 MP Front,1 Year Service Center Warranty
Apple,4.6,51,4,"₹1,04,900",,,33.02 cm (13.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Lenovo,4.1,2301,401,"₹10,000",2 GB RAM,16 GB ROM,20.32 cm (8 inch) HD Display,MediaTek 64-bit Quad Core,5.0 MP Primary Camera | 2 MP Front,
Apple,4.4,416,63,"₹42,900",2 GB RAM,128 GB ROM,20.07 cm (7.9 inch) Display,Apple M4 Chip,8.0 MP Primary Camera,
Apple,4.7,2458,276,"₹69,900",,,26.67 cm (10.5 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Apple,4.8,105,11,"₹1,57,900",,,32.77 cm (12.9 inch) Quad HD Display,"A12x Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",12.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Apple,4.6,12007,1653,"₹28,000",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Apple,4.7,9299,640,"₹80,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64-bit Architecture) with Neural Engine,12 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Apple,4.6,5584,796,"₹34,900",,,20.07 cm (7.9 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Samsung,4.3,752,82,"₹16,700",1.5 GB RAM,8 GB ROM,24.38 cm (9.6 inch) HD Display,Quad Core,5 MP Primary Camera | 2 MP Front,
Lenovo,4.2,12065,1425,"₹25,000",3 GB RAM,32 GB ROM,25.5 cm (10.04 inch) Full HD Display,Qualcomm Snapdragon 450 Octa Core (1.8 GHz),8 MP Primary Camera | 5 MP Front,
Apple,4.7,33177,3015,"₹38,600",,,24.64 cm (9.7 inch) Quad HD Display,A10 Fusion Chip with 64-bit Architecture with Embedded M10 Coprocessor,8.0 MP Primary Camera | 1.2 MP Front,
Lenovo,4.1,2413,263,"₹13,000",2 GB RAM,16 GB ROM,20.32 cm (8 inch) HD Display,MediaTek (MT8163B) Quad Core,5 MP Primary Camera | 2 MP Front,
Apple,4.6,12007,1653,"₹38,600",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Lenovo,4.2,9489,901,"₹24,000",3 GB RAM,32 GB ROM,25.65 cm (10.1 inch) HD Display,Qualcomm Snapdragon 429 Quad Core Processor,5.0 MP Primary Camera | 2 MP Front,
Samsung,4.7,405,49,"₹63,999",6 GB RAM,128 GB ROM,26.67 cm (10.5 inch) Quad HD Display,Octa Core Processor,13 MP Primary Camera | 8 MP Front,
Lenovo,4.2,1349,161,"₹36,000",4 GB RAM,128 GB ROM,25.65 cm (10.1 inch) Full HD Display,MediaTek P60T Octa Core,8.0 MP Primary Camera | 2 MP Front,
Lenovo,3.7,3131,276,"₹8,000",1 GB RAM,16 GB ROM,17.78 cm (7 inch) HD Display,MediaTek (MT8321) Quad Core (1.3 GHz),2.0 MP Primary Camera | 2 MP Front,
Apple,4.8,105,11,"₹1,21,900",,,32.77 cm (12.9 inch) Quad HD Display,"A12x Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",12.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
I,3.1,67,4,"₹8,191",4 GB RAM,64 GB ROM,25.4 cm (10 inch) HD Display,MTK6757 Octa core,13 MP Primary Camera | 8 MP Front,1 Year Warranty Against Manufacturing Defects
